game_name,content,score
Among Us,gamebad mean whole concept great thing bother already try 10 time install uninstalling work let would let mean also people take app joke tinder find soulmate pls fix,2
Among Us,decent expect aggressive player everywhere bug squash imposter hard win overall addicting,3
Among Us,please please fix keyboard bug almost every time vote keyboard pop yes know use quick chat situation work well response would,2
Among Us,fun since even popular kind disappointed freeplay internet time long still want go freeplay problem boring cannot change setting npc even move hope freeplay ai make online smart bot hope ubdate soon,4
Among Us,bad cannot even every time try match start disconnect internet fine need know go anyone let know problem,1
Among Us,fun wish people server 10 still cool wish map would cool ply awesome also would friend thing nice people wish see also would tell change name unfriend people,5
Among Us,awesome pit still team sum literally rea life 7222020 joined beta crashesleft beta still crash please fix fix review best 1 mad tease overall still awesome actually work,5
Among Us,among u great give 3 star glitch phone among u mess sound phone fix give 5 star phone zte visible r2 thanks,3
Brawl Stars,best supercell far even well although pay way make well waysmostly skin,5
Brawl Stars,really simplicity character seem excel different place love matchmaking put people level cannot stop playing,5
Brawl Stars,please add report player option due much player afk lag player throw kind thing make unfun,1
Brawl Stars,something wrong today june 16 keep tell connection lose retry log connect wifi work fine,3
Brawl Stars,overall decent experience respawn timer go throughout whole animation 5 second instead 3 would nice know exactly move sometimes tend feeling unable anything unfortunate also tank brawler rosa much damage tank still fun though,3
Brawl Stars,recived ping problem anytime start match stucks load screen show ping high disconnect match,3
Brawl Stars,love interaction within modes definitely proud new skin brawler enjoy soo much,5
Brawl Stars,long time feel devs care money recently chuck 20 dollar 7 day earlier feel ruin whole f2p concept save 1900 credit 12000 gold see chuck release 7 day earlier 20 dollar devastate also take 10 dollar brawler ruin whole concept brawl star remember many brawler box,3
Brawl Stars,fun 2 main con 1the idea monthly pas really bad know player complete pas end month month two week player daily 2 please fix lag fps drop shop take forever anything even click shop button also slight drop menu gameplay perfect,3
Brawl Stars,love one problem amount money cap much money time rid motivation unless profit,4
Brawl Stars,awesome wifi signal keep pop screen even though signal perfectly fine online gameactivities stream downloads etc rate 5 stop edit stop,5
Brawl Stars,bad mobile ever whole entire life joke toxic scamming bad brother hat even skill problem let u say mythic player want win thropies part hate matchmaking process currently teammate gold rank enemy team well master alien fame win clash royale pls fold hand,1
Brawl Stars,awesome addict fun generally brilliant huge charcter selection suit everyone playstyle awesome character desings cool mode brawl star really real bug glitch fix within day,1
Brawl Stars,amazing brother much sometimes time press stay loading screen go go back internet fine please fix still legendary really laggy cannot please fix still really keep kick keep close lose trophy please fix problem also lagsso much pls fix grin face thumb,5
Brawl Stars,potential supercell company base make pay win focus skin make money nothing wrong make money nice skin also pretty fun spend around 100 fist epic high brawler would love see favoriting item system odds say itembrawler,3
Brawl Stars,crash read crash try login supercell account send support email wait day account fix,5
Brawl Stars,fantasticbut thing need see lag every time whit friend fail bocose rhe say connection bit connection house fast therest right thanks much smile face halo bye raise hand,4
Brawl Stars,solo ladder uneven matchup almost every loading screen stick 100 time lag dead cool,1
Brawl Stars,add invite option club start club need make team type team chat plzz join clan really hate first thing want yes club war hehehe way supercell make really,5
Brawl Stars,player intention lose especially ball player goal keep die enemy team purpose report system hightrophy player lose trophy horrible alone edit change star feel sort evaluation reputation system need,3
Brawl Stars,horribly unbalanced time buy way top,1
Brawl Stars,grind try wining strike notice place bot team member really bad low rank brawler cost loose either stand kill time try go 3 player hypercharged even lvl 1 go player max level easily bounty break,1
Brawl Stars,well balanced come new improve brawler map mode time new brawler come every month tell developer really take pride work make best 5 star,5
Brawl Stars,next one awful little monkey cat new robot completely ruin anymore,1
Brawl Stars,everything know try ruin every super power wasabi sth sam main player since release barely push trophy wait see go proper map without wasabi theme push trophy fact sam brawler power really annoyingit make unbalance especially without wasabi power,3
Brawl Stars,matchmaking absolutely atrocious offensive even claim fix absolutely insane f2p player make sense matchmaking rank mode even bad tier definitely separate near impossible foothold 1st tier every rank due ability low tiered rank able queue,1
Brawl Stars,cool recent destroy s9 phone screen would shrink half screen would show sometimes app freeze phone force shut,1
Brawl Stars,absolute bad ever supercell focus make sure toxicity video actually make battle log take forever loadqueue time terrible hate tell everyone bad,1
Brawl Stars,new desperate attempt try catch new wave battle pass mobile apps suck simplicity star token normal token make brawl star stand zombie horde recycled mobile feel farm simulator grind quest guess battle pas go finally end yearslong brawl star addiction,1
Brawl Stars,great 2 thing though please give u option blockreport player1 many time encounter afk half match time 2 option party random queu ever lot thing kind player ruin mood take away fun geez,3
Brawl Stars,first really 2 thing give 3 starsthis use battery crazysecond 12000 trophy single legendary brawlerfix battery usageotherwise 5 star gameand plz add content tropy roadprogress,4
Brawl Stars,literally pay win bro way go give bralwers matter buy brawl pas season least 2 year grind alot 33 bralwer rank 20 25 still give new brawler never buy brawl pas open alot box friend buy brawl pas bralwers rig,1
Brawl Stars,casually graphic great server feel laggy sometimes would suggest chat system command random player attack fall back job help emote annoy enemy xp,5
Brawl Stars,memorable community brawler stats concept outstanding devs focus really come user experience matchmaking bad random would love see people brawl star crazyhours infinite enjoyment devs change give atleast mythic brawler trophy road need guys give 1 legendary brawler reach 10k trophy f2p enjoyment,3
Brawl Stars,average supercell normally produce apps much much high quality include clash royale hayday iconic clash clan comparison brawl star advert release clash royale expect bad either,4
Brawl Stars,luck system break 15000 trophy 75 exp even single legendaryand drop rate 003,3
Brawl Stars,since launch android find really entertain one best mobile battle royale unlike many brawl star make phone adaptation pre exist lack consistency way art style really varied lose atmosphere,4
Brawl Stars,generally however 1 issue open app take forever load start lose temper start count load supercell please attempt fix folded hand,4
Brawl Stars,increase star though mean team come end playing 2 yearsthis expect neither worsethis say anywayskeep upgrade world may put brawl star era,3
Brawl Stars,super fun would give 5 5 7 time unlock new brawler fight earn cool reward would reccomend,4
Brawl Stars,great always updating add character honestly one favorite 2 year one thing think need gamepad support would really enjoy ps4 controller,5
Brawl Stars,fun keep go also progression system team recently lot collabs disappointing,3
Brawl Stars,bore map brawl pass gain coin box less upgrade need coin every level however gain coin box low open box less coin probability gain coin low new review new event bring spark work team,4
Brawl Stars,cool point piss hard cannot give 3 star way f2p 2300 trophy 1st form skillbased matchmaking seem player team cannot even hit one shot 2nd character stupidly op leon pam spike 3rd drop rate completely f2p unfriendly cannot even one epic brawler 01 drop rate legendary brawler kid pls fix point,3
Brawl Stars,change matchmaking system teammate 110k trophy whenever low brawler straight trash,2
Brawl Stars,best love friend ad free reward character unique detailed bio explain personality wish device ps45 pc player count would big ever,5
Brawl Stars,cannot install stucks 0,1
Brawl Stars,start son lot fun month become unplayable matchmaking algorithm awful one match totally dominate team next match completely outmatch recommend put money fix opinion,3
Brawl Stars,fun interactive new concept control easy learn hard master,5
Brawl Stars,brawl star amazing love graphic stylish dialogue brawler gameplay amazing,4
Call of Duty®,despite lagging interesting physic moment great mobile cannot console pc overall great,4
Call of Duty®,graphic easy learn control reach level 7 open battle royale mode worth trouble fun normal multiplayer mode gameplay great matchmaking work well,5
Call of Duty®,amazing mobile version big gripe bot would nice could disable bot regular mp would willing wait little bit longer less bot,5
Call of Duty®,hello sir call duty war zone limit release countriesbut asia mean bangladesh launch yet write except 4 country support even use vpn rest country bangladeshi download australian server great difficulty use vpn graphic need clear lot look blurry hopefully day launch asia,3
Call of Duty®,best ever please give reward achievement form milestonesbring clan warsbring reactive charactersgive title certain achievement pacifistgun master permanentl bring zombie mod remastered zombie bring jeep br cod mw 2019change snow board hoverboardremove ak47 ak117 gun one season br balanceif applies best battle royale multiplayer entire world,5
Call of Duty®,best mobile version ever release call duty would expect console phone could ask rendition activision prove leader gaming industry fast fun gameplay everything would expect cod thank make world enjoy ready,5
Call of Duty®,pretty nice graphic black ops series combine optimise androidios lot bug 1 sometimes winlose match fairly win 1000 lose 0100 2 sometimes join match enemy player texture load instant kill 3 28gb literally 74gb phone uninstall reinstall everytime release,4
Call of Duty®,native wire controller work also connect bluetooth controller think oversight team requiere bluetooth controller order enable controller please fix require bluetooth thanks,2
Call of Duty®,spend amount money account throughout season come would let back account make start new one key advice spend money back,1
Call of Duty®,login bug want developer attention aware welcome page 4 login option 1 guest mode try login usual call duty application link plus facebook account try login cod reset every time try fb load fb page error pls fix bug concern,3
Call of Duty®,entire sensational place look car bike smooth one reason people pubg overall best pubg battle royale work smooth pubg,4
Call of Duty®,enjoyable download second release love although understand multiplayer base would love campaign future overall love,5
Call of Duty®,absolutely love call duty phone honestly actively every day 2 bad thing say 1 lag spike sometimes erupt middle confront enemy 2 make absolute craziest decision remove nazi zombie mode reason hope creaters bring back soon,5
Call of Duty®,yk bad problem match barely count kill piss cuz kill many people show less half put kill kill board fix problem leave cuz happen almost every,2
Call of Duty®,graphic awesome battle royale mode need improve rest mode perfect wait add new weapon event keep work,5
Call of Duty®,exceptionally well make outstanding much enjoyable multiplayer mode completely satisfy battleroyale graphic optimisation even medium setting option antialiasing otherwise,5
Call of Duty®,think one best make mobile optional graphic frame rate almost every way make style gg,5
Call of Duty®,quite cool l add option enable account owner able unlink facebooks line account feature help lot people account hack,3
Call of Duty®,everything great guy great also one thing guy remove zombie load kind annoy new thing zombie load keep say new zombie mode exist anymore,4
Call of Duty®,love one star zero transparency tell spend 120 credit choose item crown trick flip card shuffle actually pick random sell item fixed cost would make much money would actually buy thing spend 25 credit never buy credit person shrug,1
Call of Duty®,new annoy unable load match mp br keep say load timeout please tell uninstall install data use think face case would delete forget,1
Call of Duty®,hi call duty since 8 month new device problem start cod still connect proper network show connect proper network try try wifi mobile data device version android 12 pls fix issue soon possible thank victory hand cross finger,4
Call of Duty®,super easy win enjoy cod suck console pc probably style amount hand hold ridiculous want try curiousity prefer console,1
Call of Duty®,amazing fantastic wayyyyyyyyyyyyy free fire free fire take lot money money bag money wing player cannot buy anything nice gold call duty use c buy many nice thing x51 goliath many thing graphic awesome gameplay challenge difficult,5
Call of Duty®,tiis awesome along graphic even low device well high device still thing need added1dancewith flip 2battle royale add feature 5 6 player could think would take time come 3 mode name hardcore add thing bullet drop drop lootboxesmedic hard find foot print double xp pointsall thumb,4
Call of Duty®,congrats make almost unplayable unless best connection unlimited space phone lag screen jump relocate put entire magazine oppose player die every couple week stupid theme much unnecessary garbage alien armour western player guys sell upgrade 12 year old use parent money,1
Call of Duty®,love physics epic gun problem trouble instal android device emulator even bad lag everytime enter battle royale match tell fail enter match tdm match every day,3
Call of Duty®,fun cod mobile since go mobile bad part triple quadruple stuff even time wich ridiculous something pay 2 day worth wage skin greedy cp30cp80cp120cp300cp500cp800cp1300 cp2400,4
Call of Duty®,bad crash quite bit br mode last guy jump last person win crash conclusion great br mode could use fix sure,4
Call of Duty®,addictive awesome leave map buga whenever battle royale map glitch think try instal hope bug fix one request guy increase graphic pls,5
Call of Duty®,keep win nothing kill last person great graphic would want delete video waste memoryit bad control rat four star anxious face sweat,4
Call of Duty®,best mobile big cod fan bad part playing bot br use controller seem know cannot team anyone else one talk move act alien hide one death box one come around corner shoot death box hide real player cannot see,4
Call of Duty®,11000 mb weapon skin 8000 mb map barely run straight line joystick dissappears whenever want 10 minute sound go completely quiet halfway match cannot hear footstep objective use fun frustrating anything player run around stick kill whole team gun make make sense least,2
Call of Duty®,one frustrating moment every time open start match simply crash home screen understand problem moto g62 5g something wrong look want give move onto another please look onto problem let know otherwise awesome damn even start much use,3
Call of Duty®,ok first work everytime start freeze 3rd screen say load sucketh fun delete find something else wast time plus many cheater hack gl,3
Call of Duty®,best ever smile face hearteyes however take much space persevere face unamused face delete couple time edit put 5 star change 3 really want uninstall since take much space please please find way fix worried face absolutely love sadly cannot tired face pensive face confuse face,3
Call of Duty®,would give 5 star keep glitching use around 40 kill lucky 10 please fix bug uninstall thank,3
Call of Duty®,late cannot ranked match work sit literally forever look match timer count endlessly able ranked match since download please fix,1
Call of Duty®,great graphic heavy mobile much loading time throw many downloads extremely unhappy,2
Call of Duty®,expect cod make best first person shooter mobile best control great graphic fair f2p best battle royale feel proper console level thing messing zombie especially multiplayer zombie plus,5
Call of Duty®,issue start face today right write thisi earlier guest account codm link gmail account use alway login sat 25281i throughout day today mention name havin purchase battle pass last 34 season epic character skin gun 150 level today lose level epic skin gunscan one help also send email email id mention,1
Call of Duty®,team balance super unfair mp rank match always carry match alone teammate bot run around without objective enemy team always tough full pro player also rank experience procedure also failure matter hard always loose ton experience defeat,1
Call of Duty®,amazing app honest much fun challenging absolutely love friend world definitely give try even look solo still entertain,5
Call of Duty®,around balance br give amount xp problem longer aether camo gun feel option mode sense map still file,5
Call of Duty®,work need fix problem time rest keep kick main screen sometimes even make far please someone fix issue,2
Call of Duty®,favourite really addict almost 5 hour day insane literally bug lag crash problem ranked match take long start take sooooooooooo long around 150 second,5
Call of Duty®,try contact support lose main account cannot talk anyone also try call email still human response spend money account longer access really upset never spend money call duty never buy call duty system respond review really debate take legal action,1
Call of Duty®,every time ask log graphic quality low compare pubg br improve even close upto pubg level characteristic really wait next cod,3
Call of Duty®,developer create different server different area face ping issue mp br match face steam nose though stable 4g connection ping stay 150 time every 2 10 match quit match due ping issue downcast face sweat something fix expressionless face screen go black suddenly,4
Call of Duty®,rat four multiplayer doubt unbeatable multiplayer come battle royal nothing graphic multiplayer graphic add battle royal graphic could become pubg sense thing remove battle royale drone clown etc unstoppable believe rat 3 bcz multiplayer,3
Candy Crush Saga,lot fun new change since first come,4
Candy Crush Saga,start show delist lea level 473 fun,5
Candy Crush Saga,pretty awesome wish monetary reward exchange gold bar earn would give player strong incentive progress,4
Candy Crush Saga,pretty detail everything would make og bring back old soundtrack,4
Candy Crush Saga,uninstalled app change much fully upgraded robot close app open app lose fully upgrade robot stupid toaster dude start square 1 enough happen everytime phone would rate 0 star could,1
Candy Crush Saga,please fix black screen candy one enjoyable cannot long 1 level black screen interrupt,3
Candy Crush Saga,way many ad l twice many free ad every round would fun,2
Candy Crush Saga,issue last 3 day booster player win 7 continue win every phone hang restart phone able continue time go reward start begin show win continously solve soon possible,3
Candy Crush Saga,love much fun really love smile face hearteyes grow heart,5
Candy Crush Saga,cannot tell kind start ce stop fell keep,5
Candy Crush Saga,love consider first part touch candy hand fashion give 59 10,1
Candy Crush Saga,f5 grp show pass level much possible would pls crct give 3 star,3
Candy Crush Saga,give 4 star cuz immediately suggest move study board blinking piece annoy,4
Candy Crush Saga,fun bit boring 40 minute ad best ad money though gold stuff bit expensive care overall deserve 5 star,5
Candy Crush Saga,cannot give zero star one high along way many ad remove ability send gift friend longer offer customer service try 12 week help send link faqs time uninstall since cannot help 83 message still cannot single bit help think old 5 star player still would change review zero star could bad horrible,1
Candy Crush Saga,current level 11034 yes hard difficult win one level point use booster appear twice annoy booster fish jelly destroy thing suppose,4
Candy Crush Saga,lot fun almost addicting make want candy,5
Candy Crush Saga,crash ad,2
Candy Crush Saga,lot fun glitch none stop progress hard put,5
Candy Crush Saga,fun much take away many reward feature wish could give zero star app let give one star rating,1
Candy Crush Saga,really fun stress free satisfy,5
Candy Crush Saga,full bug never really work fun many bug often give powerup match long string goal often show wrong thing eg 3 purple candy instead 3 cherry never give powerups climbing free,1
Candy Crush Saga,intriguing always make want,5
Candy Crush Saga,excite also many thing motivate u sugar crush sweet jelly many sweet thing give heart sweetness want,5
Candy Crush Saga,cannot stop playing drive crazy love still addict,4
Candy Crush Saga,literally app take u away anxiety stressi grateful appevery child adult without droughtlove,5
Candy Crush Saga,love candy crush saga amazing graphic view,5
Candy Crush Saga,love last 3 year tell mind blowing,5
Candy Crush Saga,well remember plus cost need time patience,5
Candy Crush Saga,great fun way kill time wait somewhere cannot sleep love husband playing also,5
Candy Crush Saga,say reduce stress cannot win stress lol,5
Candy Crush Saga,harder level obviously rig notice time would use special move automatically even match candy next usually prevent win level many time let u pass,3
Candy Crush Saga,level 27 many ad put level 10 payment see actually pay tire lie app owner state sign make money endure repetitive ad also pay penny every dollar con think,3
Candy Crush Saga,lag freeze make lose booster n fail face steam nose please need attend checkmate problem,3
Candy Crush Saga,fun end loudly cry face reason rat 3 star sparkle suppose 5 star sparkle even,3
Candy Crush Saga,know something wrong app whenever try cancel download screen freeze even download happen keep show pending irritated,1
Candy Crush Saga,literally candy crush else say classic,5
Candy Crush Saga,candy crush saga relax,5
Candy Crush Saga,cannot contact store purchase booster uninstalled reinstall see help lose current booster smh,1
Candy Crush Saga,13130 complete please help n type,5
Candy Crush Saga,long time favorite nice without bombard ad wish level hard,5
Candy Crush Saga,day 3 server still allow 20 life day stupid people likely buy way level design take money want advance mention think tell u much allow 2 thumb,1
Candy Crush Saga,candy crush behaves thief rub move buy coin able keep remain move mostly buy go self almost annoy high streak go incoming callthe restart loose life also point really need something,3
Candy Crush Saga,awesome ad infinite level,4
Candy Crush Saga,year notice drastic change rig spend money gameplay design close point win force loss buy booster pay continue level write review take away ability spin extra move option enough gold bar go guy lose loyal player,1
Candy Crush Saga,great start cannot stop fun everyone,5
Candy Crush Saga,nice feel make happy feel easy relaxed smile face bring avoid stress lazyness timepass chance earn reward heavy point,5
Candy Crush Saga,double notification full life samsung galaxy s9,1
Candy Crush Saga,level fun lot winter mr well frustrate mr watch commercial earn extra booster life almost delete app stop playing option,3
Candy Crush Saga,love feel cheat candy crush win life refill 4 life already automatically use new life win 4 life reset back 5 life remain 4 disappear system claim life win need,3
Clash Royale,incredibly unsatisfying matchup ridiculous shop offer new card mechanic new dumb make unplayable clan war suck low arena absolutely destroy archer queen lot would rather give rabid skunk rectal exam give single penny cuz damn inflation greed make stuff expensive whatever let atleast playable f2p player care u gth loser goblin middle finger,1
Clash Royale,fun ad people put clan go friend go event event free really,5
Clash Royale,great year new clan war horrible though clan necessarily 50 member extremely active chance win 10 vs 10 maybe 45 v 15 depend activeness,4
Clash Royale,bad everi alot remarkable one match algorithm suck keep 15inches new bornmore pay win,1
Clash Royale,start new cannot current account happen last guess,5
Clash Royale,whatever pay win way hard win arena 3 hard time win also many toxic emotes honest opinion suck,1
Clash Royale,7 year many bad change happen since progression horrible regardless skill 2vs2 keep remove button go literally everything pay win event go upside allot complain remember favorite question become annoyance,2
Clash Royale,god matchmaking make crazy people different power never see fight,3
Clash Royale,last 1 year completely ruin unfair matchmaking constantly match undefendable card component even level fair fun anymore strong feeling elixir speed rig,1
Clash Royale,player beware regardless much time put developer interested line pocket money always ensure cater new player cheap card win always effectively alien veteran player cycle continue rinse repeat,1
Clash Royale,fun little pay win let slide would rage easily let easy overcome chromebook reset progress also delete whole app know chrombook issue supercell something terribly wrong,3
Clash Royale,enjoy variety card character strategy elixer refill seem really slow sometimes especially close end losing second,4
Clash Royale,spend money account connect facebook way access cannot even reach proper support complete trash take break want return need start scratch support poor never supercell please delete data system thanks,1
Clash Royale,fine bore need fix friend add even without supercell would overall,5
Clash Royale,nice start load middle match start show lose correct think problem control system super cell company please make sure happen well people please check,5
Clash Royale,seven long year realize become pay win,1
Clash Royale,one best strategic pvp ever enjoy versus stranger even well friend,5
Clash Royale,bad ever useless need spend money,1
Clash Royale,par srongest player drop huge amount trothies verse people stuff even leageand pas crazy 16 17 dollar happend 12 pas,2
Clash Royale,retarded match make go level 10 chance honestly stupid point go lose,4
Clash Royale,hell explain player king level 11 yet card level 13 see imbalanced b give guy 1 star rating last review senseless,1
Clash Royale,use lot decide make nonskill buff beatdown deck golem toxic nerf spell pretty much punish playstyle involve tank gj buff non skill attract player take leave since beggining nothing value lose,2
Clash Royale,need much data cost time open slow internet,2
