game_name,content,score
8 Ball Pool,helo miniclip long time player 8 ball pool enjoy everything perfect much ad,4
8 Ball Pool,hard cue stick new take long cue 18 22 bar almost impossible unless pay alot money fact stick anymore make sense either google account one use reason make start reason want money care lose stick record prestige effert time want,4
8 Ball Pool,great lot friend annoying thing ever million pop ups say challenge close right away another one show challenge make matter bad cover amount time leave take shot least make message sooo annoy,4
8 Ball Pool,think pro asks much money wish way raise back end cue make curve shot,4
8 Ball Pool,great overallcue stick little touchy first earn cue go win,4
8 Ball Pool,love 8 ball pool,5
8 Ball Pool,live voice chat friend make new height please think,5
8 Ball Pool,great graphic brilliant,5
8 Ball Pool,much fun sh chat open custom,5
8 Ball Pool,everything bec graphic contains proper rule upgradechange cue,5
8 Ball Pool,cheat occur time love thanks,5
8 Ball Pool,love never glitch fun,5
8 Ball Pool,constantly freeze lose load money due uninstalled 4th time hope developer behind quickly alternative present fun loose hope guy,5
8 Ball Pool,think best app every body 8 ball pool love app,5
8 Ball Pool,pool 8 ball pool make fall become favourite connect friend people world challenge online great,5
Among Us,use great fun since recent many player even able join internet great much ping issue always disconnect irritating,1
Among Us,wowi know people think release versionits bore use without bug kick outi mean come could kick phone 4gb ramplease fix problemif give gamejust bring back old version ok,1
Among Us,many bug host join many time show find bad experience hope solve soon,1
Among Us,please change name among bug chance 70 unplayable late could one night want enter server always disconnected matter wifi cellular network frustrate often bug fix new roll week 2 week beta version,1
Among Us,use absolutely love since new awful new map really cool bit big complex big bring lot new thing new animation extreme available one map big issue chat longer freely chat make insanely difficult express understand safety aspect young player 18 also let even make account,1
Among Us,suck kid cannot refuse put address last 4 digit credit card hack much try sign download something space sad mad fix die love till plz fix right horrible hate want die people love something,1
Among Us,would without add new map everything useless cannot sign still require sign order online use playable download delete please fix issue many review say something chat system ruin,1
Among Us,airship cannot device 100 glitch even imposter vote become crewmate ghost even able sabotage ghost imposter able task kid call among u send friend invite take 30 second request come friend would invite come 2 second hope youfixit,1
Among Us,use love make cannot type want say pick circle word cannot really figure awful really hope go back type trend,1
Among Us,one favourite hate cannot type anything fast enough every thing confuse bad ever see life waste hate every one wait map airship come many waste rubbish option come intersloth hate face symbol mouth,1
Among Us,keep kick reason even friend know kick even people mobile really would fix really alot,2
Among Us,fun concept interesting animation style adorable really find way rid hacker barely start suddenly say defeat fair,2
Among Us,amaze account thing fix app uninstalled cannot use account againi really sad amaze fix back square one,2
Among Us,roght terrible quite long time custom texts quite boring cannot talk people properly among u use know alot bad people use bad language already cover need fix put back normal think congrats ruin best whole wide world enrage face,2
Among Us,one best early 2021 sadly change soo much sooo many bug specially 6 ping response even network work full speed keep disconnect due cannot disappointed,2
Among Us,really fun new ruin everything cannot chat freely cannot customize name several hat put behind pay wall innersloth please fix mean safe ruined please fix sure,2
Among Us,fun friend manage usually take 20 minute try code need fix server,2
Among Us,join many match never intruder really piss since want try 3 time total really fun kind repetitive,2
Among Us,fun popular youtube freeso many troll try help figure imposter lose 13 lobby start think lot people quit imposter,2
Among Us,love playing among u start 2020 last day face big issue issue start match 23min automatically close crash restart dissconect match please fix issue innersloth request,2
Among Us,super nice others find new friend modded lobby cool give 5 star new able join modded lobby anymore new version give black screen moment often hear rpg guild raid cannot see anything leaving start say intentionally disconnect cd fix black screen issue soon drop 3 star fix give 5,3
Among Us,really fun whenever try click exit freeze way another close app reopen,3
Among Us,hard join online whenever try join public room say full please fix also add level player win review hacker day,3
Among Us,sooo many thing change make really mad cannot make name try sign work love new map worng dang freaken big guess bad hard worng challenge hard guess,3
Among Us,3 star problem whenever want among u press online problem annoy press online press find frozen take long load load instead disconnect make unable among u also another problem well find body impostor blame person say problem 3 player,3
Among Us,hi among u plase friend add friend make sure sometimes leave u match say disconnect connection reapet 5 time leave u say internasionally disconnect make angry think check,3
Among Us,excite problem kick everytime enter always say wifi might work check mine still excellent strength,3
Among Us,alright 2020 among u new mode role make confuse also leave two intentionally make wait five minute plus cannot even cloth 2020 anymore behind paywall disappointing people cannot afford everyone money disappointing 610,3
Among Us,well new come cannot chat lot neutral face well would lot new come new kind bore miss old one new chat one hateme friend cannot say hi anything vote kick bla bla wish put old chat back,3
Among Us,problem thatevery time finish end screen continue capable start another matchthe option leave restart total gameby way nice developer thumb light skin tone,3
Among Us,love negetive new username new chat option underage part sertant age type underage give chat option think bad everything else,4
Among Us,really fun something spend hour hacker take fun sometimes kill people cool would also nice filter function want people thing filter one want,4
Among Us,brand new gameplay perfect need one single thing offline functionality bot would cool wifi one sole request potential one best google store,4
Among Us,really love trill imposter awareness teamwork crewmates however even popular bug make less black screen frozen screen hack many conclusion simple fun despite bug nice day install app read,4
Among Us,new great truly fun tell love put say mobile experience bit lackluster due keyboard cover screen type chance guy make chat least chat bubble move cover keyboard would make playing mobile enjoyable,4
Among Us,pretty 2 problem 1it randomly dissconects even though full internet2it need friending systemi know many time join great lobby randomely discconects meit suck way overall pretty name,4
Among Us,great love lose hat plaque witch hat devil horn others dint give complaint favorite hat go,4
Among Us,great problem ad know order remove need buy annoy time skip ad kick current,4
Among Us,love fun reason give 4 star past 2 include one able type anything chat uave say anything use limited chat option promblem especially love airship map wish could type,4
Among Us,fun sometimes glitches say something comment never saw say never happen glitched intire reason different accations,4
Among Us,love interesting think imposter always want hack cannot hatsskin pet 1 thing pet die pet sit place die,5
Among Us,pretty experience really fun investigate meet new people also funny friend especially well apart fun problem face disconnect kick reason error still please know friend gg,5
Among Us,really friend entertaining love among u quite often thing suggest friend people,5
Among Us,great concept difficultywhile playing somehow lose connection server know messagesent 6 ping respond want know whether phone natural happen quite frequently otherwise great edit cannot even create room,5
Among Us,huge fan however new cannot see anything someone hack whole screen black light sabatouged still see everything light weird thing normal ghost vision die repeat love hard enjoy problem,5
Among Us,even though sometimes annoy cannot join multiple room full kick super fun,5
Among Us,really great fun simple would friend list people know around level possibly voice chat option though exactly need,5
Among Us,best people mystery fun friend find imoster hard job hand imposter beloved role best would add much future playercolorsimostersmaps add friend childhood adulthood partner,5
Among Us,awesome ad fun spend free time one problem though give free thing first start put age 13 please fix,5
Among Us,love much would night cannot three hour straightthis funbut would make hat girlsmaybe unicorn hatother best thumb,5
Brawl Stars,supercell always high expectation time think supercell go wrong exceptionthis waste time supercell gamer love clash clan clash total much brawl star go wrong always except high box supercell thanks,1
Brawl Stars,please make report button know whether correct player use korean language horrible even stand still stupid know,1
Brawl Stars,completely unbalanced certain character shoot 3 allowed kenji edgar others whatever want lag mid battle win lose ratio globe show mericas money grab waste time space mobile device repeat waste time,1
Brawl Stars,still fun kick app even though run squad buster well hope fix soon possible new able delete download work wifi nothing spend much money work want people spend money congratulation accomplish company need act together,1
Brawl Stars,hello issue chromebook install start year,1
Brawl Stars,3 problem reason uninstalling 1 severe constant lag wifi fiber optic upto 200mbs weird laggy 2 terrible stressful controller moving shoot frustrate 3 match making need elaborate know super cell,1
Brawl Stars,charge 699 brawl pas absolute joke fun able save gem buy pas one mine daughter favourite together shame anymore another big another money grab shame,1
Brawl Stars,umm basically continuously crash cannot say retry login internet connection fine start 31st january report support 3 time response clear cache data start restart device upto date even reinstall luck brawl star pls help one thing rep go,1
Brawl Stars,luck still bad first day halloween event nothing want pay trick box big scam literally even subway event bad luck fun event skin anyone want tick skin frank skin event nothing hate much,1
Brawl Stars,great mobile however last day wifi 4gx laggy unplayable clash still fine unplayable,1
Brawl Stars,pay win hardly free developer money hungry,2
Brawl Stars,matchmaking horrible cannot even win single match slaughter group rank 10 unlocked rank 3 0 gadget thing cannot even make report without make another account social medium,2
Brawl Stars,gameplay loading time quick fun edit unmatched certain point progress farther matching system bull,2
Brawl Stars,cannot even remove could even keep streak 100,2
Brawl Stars,fun annoy prerelease brawler much money cannot die always win almost time impossible release everyone devs decide make unplayable really bad mid,2
Brawl Stars,server suck bad cannot even freeze everything fight need stop,2
Brawl Stars,fun back box gon boring people care rank brawler people go miss nostalgic box please bring box back,2
Brawl Stars,fun control right horrible always move wrong direction autofires even aim plus auto fire always focus wrong damn thing,2
Brawl Stars,pay win gaming come last long time ago lot people want spend cash fun exicitng friend kill wallet,2
Brawl Stars,honestly gameplay overall developers never think anything 17 event mode big big,2
Brawl Stars,remove autofire remove certain range trophy give dynamism press quick button,3
Brawl Stars,know really love since release event fun character unique however past end trophy road character rank 20 almost every sigle day dishearten new character run token fast pointless keep playing especially earn anything nothing look forward anymore really sad really love,3
Brawl Stars,cash grab would waste time unless go put money f ton,3
Brawl Stars,butpls add chat atleast add text chat literally way communicate power league way discuss brawler ban damn crucial solo power league people ban anything pick anything term player rank coz team mat pick wrong brawler wrong map rating would 5 add text chatatleast power league match,3
Brawl Stars,34 player close map tha start lag amd show wifi sign really frustrating frustrate enough make uninstall,3
Brawl Stars,every new mess use love playing upsetting always issue wifi playing also curser move character direction choice,3
Brawl Stars,fun 2 thing miss make well able view shop home screen queue sometimes take find match wish could thing meanwhile screen second able see stats much damage many kill assist much heal end etc help u know brawler best casually brag main point others,3
Brawl Stars,fix matchmaking please try connect mega box challenge endless almost every someone legendary rank high trophy,3
Brawl Stars,month experience many issue delete app due massive amount storage take well random apps phone attempt download look go well reach 100 download instead instal claim need delete apps delete another app try fail switch wifi data connection eat data fail help,3
Brawl Stars,forever happy 14k trophy account let sign type code freezes click x quit tty send new code supercell id send code help please supercell,3
Brawl Stars,great bug need reequip hero upgrade overall feel pretty smooth come hope see 7ocoming feature enhance,4
Brawl Stars,pretty fun none cash shop item reasonably price cost one random one two actually want elsewhere yeah cannot even buy thing want directly make pricing even bad pure gacha cash grab sadly,4
Brawl Stars,one best multiplayer ever variety character diffrent modesunique ability friendsbit time hate fk show wifi low go match high trophy,4
Brawl Stars,anyone else face network issue india high speed wifi still network error please fix anyways love give two star attention,4
Brawl Stars,pretty 1 thing avatar tend walk really slow others perfectly normal know solve guy tell put stop think would deserve 5star rating thank,4
Brawl Stars,would say wonderful different mode variaty hero customisations however strangely lose connection wifi 4g could really unbalanced true gamers know skill mechanic behind different hero shine also currency hard gain receive 12 green stuf 2 week may need grind real money use,4
Brawl Stars,plus fastpaced plus great kill time plus quick loading minus almost learning curve skill playsyou mindlessly mash fire button kill enemythere skill need sharpshooter though minus team actually teambecause lack communication would also welcome story brawler something overallthe enjoyable,4
Brawl Stars,45 love everything amaizing except matchmaking rank 21 character wacky teammate even replay save toxic trash,4
Brawl Stars,brawl star best supercell serious network problem use 1gbs fast wifi still lag lag weird stay whole match ping bug hope look forward fix issue network issue brawl star since 2020,4
Brawl Stars,experience still issue need fix brawlstars character cannot walk shoot anymore tend laggy hope fix soon want back,4
Brawl Stars,love,5
Brawl Stars,simple fast royal entertaining competitive gimmick stupid purchase ad 6 star,5
Brawl Stars,feel need bit optimize android device 1 thing badlag thing internet still lag think thing brawlstars need optimization android device since 2020and one thingoptimization,5
Brawl Stars,absolute blast complaint even think auto lock feature way cod target close thing believe showdown mode especially troublesome chest apart target sometimes might skirmish lock onto full hp guy next instead allow finish guy attack whole time know would change chest thing fix combat,5
Brawl Stars,love gameabsolutely love itprobably favorite gamethe graphicscontrolsbrawlers awesome lag even though low end device late edit much love people think pay win absolutely wrong,5
Brawl Stars,great fun personally challenge besides fast paced quick mode keep hourly basis something come back time 55,5
Brawl Stars,1 year pass go global think thing tarnish resolve bad team fix control issue well love time think,5
Brawl Stars,awesome two time third time brother name michael 14 year old name gabriel 9 year old go forever ever change thing fun bye,5
Brawl Stars,thing one thing please make bot match bit hard usual also create skin skin tara bo leon piper etc also make bot character legendary epic mythic brawler bot even low trophy account please fix best world also best supercell thank,5
Brawl Stars,really great add disturb people request join want decline super great issue know people say match skilled people ever since 700 trophy people close past 700 already skilled either mean pretty easy 1034 trophy,5
Call of Duty®,even allow player speed fire well player bot perform well round player performs well ban mean seriously plus battle pass super expensive please team cod hell go guy,1
Call of Duty®,keep crash know tried reinstall nothing change,1
Call of Duty®,best huge bug read download configuration fail please make sure device connect internet restart atleast 15 time everytime want expect guy restart atleast 15 time,1
Call of Duty®,use oneplus7 oxygen 10 crash seem lot bug roommates one real oneplus7 redmi k20 pro 855snapdragon stick mi oneplus facing issue real issue use scope crash didnot respond think fault oxygen 10 fault application fix soon possible uninstalled,1
Call of Duty®,hat new prolific high ping time even best internet speed especially last round ping suddenly go upto 199ms randomly nowhere go process kill kill cam see open enemy afk mean please resolve else useless pay end blood pressure high simply internet issue hope resolve soon thank,1
Call of Duty®,always bad ever hole download wifi cannot login wifi fk run mobile data also need login traial 3 4 time able login 100 time wifi,1
Call of Duty®,completely trash even playable anymore even strong internet wifi connection call duty developer please step guy make way much money listen people input need fix bug lag issue stuff cannot hear people cannot see people cannot see building go want something problem fix please thank,1
Call of Duty®,gademit fix network issue first time lag long start lag come make make sense everyday lag delete download monthly lag fix system gademit ah useless 2 year seem downgrade everytime option 0 star would gladly give,1
Call of Duty®,really friend phone really rate try download phone dosent work even phone make last year download problem even huge wast lot storage problem please fix,1
Call of Duty®,simply sucks allow tablet mouse keyboard smartphones stupid mouse keyboard guy run sword kill everybody sword making 6070 kill 0 death activision stop suck money please,1
Call of Duty®,amazing feel every call duty twist love survival mode downfall take lot battery life run graphic everything lot little phone lol awesome none less edit lower rating people use modification cheat annoy auto fire people able control control cannot stand still modify player force walk around,2
Call of Duty®,change weapon loadout save show new gun lobby enter match old weapon still equip happen even restart,2
Call of Duty®,look big fan olay almost every day kastest upedate really messying around br layout want show cannot choose class serious lag previously zero lag amazing iffiis downgrade go back way ot frustrating really really love please cod mobile team love new grafics hate lag find middle ground,2
Call of Duty®,awesome overall however bug area need improvement able shoot glass car also support razer kishi controller need provide support iphone since least january 2021 time come android,2
Call of Duty®,realy love since day one launch v bit recently hack hand premium expensive gun power make experience exhaust frustrating please fix,2
Call of Duty®,please fix timeout bug event bug see event log 5 day go delete reinstall still,2
Call of Duty®,automatically go black screen comingand also ttp ffp option show time playingthe main issue black screen appear plz find solution,2
Call of Duty®,1hitpoints work even body 2 really unfair team low level team bizarre amount people 3 scorestreaks waaaaaaayyy op especially team inexperienced team really advance enemy team use vtol kill everybody win nice need tweak thing lose alot kd,2
Call of Duty®,keep crash half way battle last season season devs seem anything near impossible complete battle pas bug pay battle pas last season season many season prior hop issue would fix samsung galaxy note 20 ultra phone issue yes try everything possible end fix bug,2
Call of Duty®,problem connection graphic look great cannot kind without yaxis invert try gyroscope invert work either first person shooter since halo 3 come always invert cannot learn another way please add feature happy give 5 star suck think would lot fun inverted player,2
Call of Duty®,would little bit well buy cod point add little bit call duty series campaign,3
Call of Duty®,still fun work since 1 every devs seem break eventually fix something match coinflip real player still enjoy ton offer free,3
Call of Duty®,great everytime decide way many love keep updated much want choose something else feel make space right,3
Call of Duty®,love hate much storage space take upover 13gs ridiculous updateso longer room storage late suck make sad change name call duty hard drive apparently make cell phone,3
Call of Duty®,love codm problem far reason give 3 star rating jamaica english speaking country server people mostly speak spanish lot u cannot understand would love surly give 5 star rating guy could put jamaica english speaking server north america something understand communicate possible thank,3
Call of Duty®,severe input lag pc use emulator inconsistent time sometimes face miss texture option great cannot wait give 5 star devs fix soon possible huge potential already spend 25 far,3
Call of Duty®,experience lagging issue start annoy high speed internet connection cannot warzone lag horrible please fix,3
Call of Duty®,driving system worst many time die zone bike go ahead many time please improve driving problem also lot lack graphic thing improve lacking problem driving system,3
Call of Duty®,pretty fun even battle royale gamemode common one take lot space keep problem crashesfreezes nowhere,3
Call of Duty®,fun many pointless take way much space everytime redownload map everything,3
Call of Duty®,really even feel mobile everything amazing except one thing aim easy lock someone spray thing go sniper easy hit someone overpower overall fun,4
Call of Duty®,really great want give 5 star cannot bug gamewhen opponent attack move away cover something brings back position finally kill mei think might wifi connection problembut suspect hacker server,4
Call of Duty®,call duty mobile great graphic gameplay control smooth responsive run well device variety mode include team deathmatch freeforall zombie mode leveling system fun addictive plenty unlockable weapon perk skin keep player engage matchmaking system also welldesigned player similar skill level match together,4
Call of Duty®,irritating issue autofire cannot fire enemy hiding smoke apply smoke grenade also smoke bomber class br use smoke bomber class br see enemy highlight aim highlighted enemy fire autofire make class useless also way around,4
Call of Duty®,ok also hope every player enjoy graphic awesome different way playing fun sure 5 glow star star rat problem difference two class buyer free playersvery less skin free buyer need ask battle pas give skin unless premium one suggest normal battle pas worth credit worth skin atleast,4
Call of Duty®,rellly really specially 2 gb ram phone really would reacommend shoot great job keep gamebut random lagspikes teleporting really bad really wifi still lag lot,4
Call of Duty®,love thing change kind suck make player earn cp credit within player cannot spend money able really stuff character available people money pay draw crate would awesomeand account make great thing without spend alot money morecp less,4
Call of Duty®,great graphic great time big heavy high end device face issue mid range device face lot lag optimazed properly everyone would enjoy,4
Call of Duty®,time killer sure able use touch screen great make smooth easy transition console entertain people fro er planet goodonly proble phone hard see shooter locate big screen would great,4
Call of Duty®,great experience cod mobile think zombie gun also prize could help instead buy way win recommend packapunchor gun earn zombie special aswell rat 4 5 star lag also modders plenty gun pick sniper struggle sometimes aswell level big cod player wish maybe chuck gun zombie without cost,4
Call of Duty®,nice shoot competitor pubg edit one problem try jump feel jump height decrease press jump agn n agn please fix glitch otherwise perfect,5
Call of Duty®,think bug long shot question new bolt action marksman riffle aka cannot eny iv tride different sniper rifle different map different fame mode iv one nd shoot think long shot distance aka way top tower rust one shot kill pls fix il put review back 5 star glow star think though,5
Call of Duty®,great love downfall cannot sign back google guest account way sign multiple account one phone,5
Call of Duty®,way well expect ad vintage gameplay map decent control sometimes miss shoot someone fault surprise,5
Call of Duty®,nice much please add peek function really help make exiting duing sniper cover minor bug also always also matter minority time consider add peek function really help sniper long range shooter besides nice additive case consider download wink face download processor storage,5
Call of Duty®,best mobile gamebut sometimes show reconnecting reasonsometimes press exit button vehicle take 2 3 sec exit enemy would kill option report bug issue option report player matchfix please love call duty mobile,5
Call of Duty®,amazing experience control graphic gameplay perfect smooth 100 pay win within day automatically current favourite 55,5
Call of Duty®,wicked expect much mobile version cod decent decent frame rate decent graphic mutliplayer experience cannot fault,5
Call of Duty®,ever since come season 67 detail effect absording creator proud accomplish also make new call cod black ops mobile cannot wait come know release date release pretty much every weekend,5
Call of Duty®,help would feel sometimes five star would recommend everyone easy probably less stressful gunsmith take role customization weapon,5
Candy Crush Saga,make irritate candy crush every week possible keep app date,1
Candy Crush Saga,use long back lot load bug user cross level back 56 level back tough level 142 something cell hang due load compatibility issue,1
Candy Crush Saga,quit playing 11 year longer season event king support could help 2 month without event booster point long,1
Candy Crush Saga,hard level super hard level inpossible onless buy buster give one star otherwise fun hustel tomuch level call hard give one opcion move ofcores move lead lose eventually wise give possible move go make money ify never spend money best wach video,1
Candy Crush Saga,would great provide difficult level start reach 200 level minimum difficult levelalso download reach 1st level boring,1
Candy Crush Saga,worthless go uninstall itat high level make tough chess want drain brain data silly,1
Candy Crush Saga,work app,1
Candy Crush Saga,watch ad less 10 time never give reward promise,1
Candy Crush Saga,unfortunately kind language deserve use review would grant ban say nothing glorified scam money pit buy power ups even bad make kind result yeah bomb sort deal buy power ups sad scam liars dishonest stay away people money pit stay away people stay away way email tech fake support team,1
Candy Crush Saga,happen landscape mode cannot landscape mode anymore automatically switch portrait mode much annoy please bring back portrait mode thank,1
Candy Crush Saga,puzzle option disable hint rediculous would bad candy start shake sparkle within second round start make move near sound setting humble opinion,2
Candy Crush Saga,use love take break come back fill popups bunch paid option want pay anything ever waste bit time make option turn pay popup ad likely irritate enough delete,2
Candy Crush Saga,challenge irritate ad suck kick 1 ad away achieve 500 gold bar win 21 row 26 row would excellent otherwise,2
Candy Crush Saga,far use booster want use booster level challenge excite app force use booster example pass one level one booster enable 1 hour n cannot even remove,2
Candy Crush Saga,pay extra bonus point take long level without extra point,2
Candy Crush Saga,fun enough pass time level progressively hard point hard pass point give occasionally would purchase gold bar price hike make even worth,2
Candy Crush Saga,recently increase cost bonus price high lessvery frustrating love cannot stand wait life often,2
Candy Crush Saga,level 2046 shame way many ad,2
Candy Crush Saga,well happen thrice finish stage pop 1086 complete stage stage pop,2
Candy Crush Saga,level crazily hard cross level 4150,2
Candy Crush Saga,awesome everyone every age make life 5,3
Candy Crush Saga,anoint seriously cannot login use email maintain progress keep show matter many time click app pls fix,3
Candy Crush Saga,downgrade review star five three tired go especially candy royale also ad stick take five minute finish really close uninstalling really agrevating face rolling eye,3
Candy Crush Saga,level difficult time irritated complete level persevere face tire face face steam nose,3
Candy Crush Saga,block move next level round win stick actually watch see something want also time win advantage say enough,3
Candy Crush Saga,addict much reliance app purchase,3
Candy Crush Saga,problem level 516 cannot win make hard people uninstall tempt uninstall also,3
Candy Crush Saga,love equal gameplay husband option watch ad gain life special item far option level 3000 level difficult could option read trial would soon available month ago make fair please,3
Candy Crush Saga,fun know ad generate revenue person limit reach mine,3
Candy Crush Saga,love level frustrate overall great,3
Candy Crush Saga,candy crush great free time keep brain working active,4
Candy Crush Saga,great mind challenge rule need explain detail upfront also read popup info,4
Candy Crush Saga,frustrate keep playing run life come back finally win,4
Candy Crush Saga,enjoy gameit stress release fall love candy crush friendskeep improve booster hard obtain without real cash,4
Candy Crush Saga,classic never grow old year stay fresh age enjoy,4
Candy Crush Saga,awsome especially new,4
Candy Crush Saga,addictive non less love exception several level past 300 impossible 3 star,4
Candy Crush Saga,fantastic superb interest far still enjoy,4
Candy Crush Saga,great pas timer mind eye brain enhancer lot fun thumb mediumdark skin tone,4
Candy Crush Saga,think little fun need upgrade rank stuff reward high rank,4
Candy Crush Saga,awesome app really addict love far never thank hard work pay,5
Candy Crush Saga,nice thumb light skin tone,5
Candy Crush Saga,fun love way candy blast wrapped candy explosion collision,5
Candy Crush Saga,absolutely addict keep focus think next move one,5
Candy Crush Saga,great stress reliever people stress alot,5
Candy Crush Saga,awesome fun levelssome might rag rest chill fun take time offand saysrelaxchill rest,5
Candy Crush Saga,amazing love love also make wonderful even soda awesome much v cannot uninstall tht much awesome crush love candy crush sparkle heart smile face halo red heart,5
Candy Crush Saga,ask say progress would save take back level 1 couple level 1600 still interest,5
Candy Crush Saga,experience one,5
Candy Crush Saga,best ever cannot deep thinker cool nerve forget problem anytime excellent,5
Clash Royale,pay win make trash royale pas op use book book legendary maxed challenge trash pas royale player unlimited entry make pas royale player normal player server separate def u trash face player max card war also matchmaking adjustment enrage face use crazy 4 year ago trash,1
Clash Royale,really involve skill strategy year literally card level bore deck find youtube meta hope balance team start card way break rendered useless,1
Clash Royale,stick 50 load screeni see people issueneeds fix fast devs pls fix regular user need play1 star fixedupdatethe crash every 23 day annoyingstupid already irritate rigged matchmaking n thisi close delete,1
Clash Royale,point cancel button work accidentally hit battle button hit cancel button second afterwards still drag battle,1
Clash Royale,change button queue chest high use gems button confirmation button ask want use gem accidentally press take gem least 3 time cheap grimy move supercell,1
Clash Royale,pay win slow pace free far make stop come back lose trophy either stop give pay,1
Clash Royale,bad ever always give way powerfull enemy never high rang,1
Clash Royale,hate unfair match ups would normally boom level 9 dude pov insanely strong card overpower unfair wish match would base level trophy,1
Clash Royale,match making bad 7 level give oppnent 12 level please improve many problem please improve please pensive face,1
Clash Royale,balance joke criminal put somebody two level high make spend money person want spend money fun manipulate bother respond care tire manipulate uninstall since let edit review keep say find f retard,1
Clash Royale,frustratingi hate lose 10 time row 1v1 battlei would give review five star frustratingthank edit bad,2
Clash Royale,go say word unbalanced ever match people people balance problem,2
Clash Royale,hate 2v2 first touch sometimes player leave lose first think ok effect 3 loseand thn see big x unfearpls fix,2
Clash Royale,matchmaking suck soo bad horrible nothing level 10 yet struggle even defend make fair everyone u cannot afford buy level 10 battle level 7 level 9 card level 11 battle someone level 7 high card level 8 point playing 0 chance winor defend fix please,2
Clash Royale,year today normally keep late crash boot tournament clan war special offer distress cannot faith give 1 star great strategy disappointed many time report issue nothing fix credit back smh,2
Clash Royale,overall problem every 5 minute kick tire every time actually start enjoy kick lag phone enough storage phone lag anything else,2
Clash Royale,suck know match player slow upgrade smh,2
Clash Royale,well almost everyone send problem list 1 fair gameplay matching 1vs1 2 reporting teammate 2vs2 3 option 1 2,2
Clash Royale,expect level 11 beat king level 14 card level 14 problem grow card high level little gold,2
Clash Royale,match making horrible constantly put people level two high pay win character take away drive skill effort actually,2
Clash Royale,match rig,3
Clash Royale,spend 350 supercell still rig set assure nice long lose streak ask anyone,3
Clash Royale,evolution almost destroied right deck base around course level card witch extremely hard max without pay lot money expect supercell,3
Clash Royale,keep crash might chromebook annoy try friend,3
Clash Royale,amazing love love year point people watch video youtube copy deck run type deck multiple time meta everyone use amaze feel certain card deck force upon lack feeling self make deck accomplishment way many reliance buff youtube talk challenger 2,3
Clash Royale,annoy much time wait emoticon,3
Clash Royale,go ahead download enjoyable first wait bot algorithm absolutely horrendous matchmaking make want throw phone wall fun,3
